,p_resolution,p_experiment,p_doi,p_chain_uniprot_map,p_chains,p_pmid,p_ec_numbers,p_space_group,p_deposition_date,p_chemicals
3SAD,1.82,X-RAY DIFFRACTION,10.1016/J.CHEMBIOL.2012.09.018,{'A': ['P9WK17']},['A'],23261599,"[('A', ['2.3.3.9'])]",P 43 21 2,02-JUN-11,"['MG', '040']"
3SAZ,2.04,X-RAY DIFFRACTION,10.1016/J.CHEMBIOL.2012.09.018,{'A': ['P9WK17']},['A'],23261599,"[('A', ['2.3.3.9'])]",P 43 21 2,03-JUN-11,"['MG', '043']"
3SB0,2.2,X-RAY DIFFRACTION,10.1016/J.CHEMBIOL.2012.09.018,{'A': ['P9WK17']},['A'],23261599,"[('A', ['2.3.3.9'])]",P 43 21 2,03-JUN-11,"['MG', 'I93']"
3SCZ,1.95,X-RAY DIFFRACTION,,"{'A': ['P9WP01'], 'B': ['P9WP01']}","['A', 'B']",,"[('A', ['2.4.2.1']), ('B', ['2.4.2.1'])]",H 3,08-JUN-11,['HPA']
3SDB,2.0,X-RAY DIFFRACTION,10.1042/BJ20112210,{'A': ['P9WJJ3']},['A'],22280445,"[('A', ['6.3.5.1'])]",I 4 2 2,09-JUN-11,
3SEQ,2.73,X-RAY DIFFRACTION,10.1042/BJ20112210,"{'A': ['P9WJJ3'], 'C': ['P9WJJ3'], 'B': ['P9WJJ3'], 'D': ['P9WJJ3']}","['A', 'C', 'B', 'D']",22280445,"[('A', ['6.3.5.1']), ('C', ['6.3.5.1']), ('B', ['6.3.5.1']), ('D', ['6.3.5.1'])]",P 41 21 2,10-JUN-11,"['GOL', 'NXX', 'APC']"
3SEZ,2.65,X-RAY DIFFRACTION,10.1042/BJ20112210,"{'A': ['P9WJJ3'], 'C': ['P9WJJ3'], 'B': ['P9WJJ3'], 'D': ['P9WJJ3']}","['A', 'C', 'B', 'D']",22280445,"[('A', ['6.3.5.1']), ('C', ['6.3.5.1']), ('B', ['6.3.5.1']), ('D', ['6.3.5.1'])]",P 41 21 2,11-JUN-11,"['NXX', 'ATP']"
3SPT,2.33,X-RAY DIFFRACTION,,{'A': ['P9WMN3']},['A'],,"[('A', ['2.7.7.23', '2.3.1.157'])]",H 3 2,03-JUL-11,"['MG', 'UD1', 'ACO']"
3ST6,1.75,X-RAY DIFFRACTION,10.1021/BI3002067,"{'A': ['P9WFX1'], 'C': ['P9WFX1'], 'B': ['P9WFX1'], 'D': ['P9WFX1']}","['A', 'C', 'B', 'D']",22607697,"[('A', ['4.1.3.-', '5.4.4.2']), ('C', ['4.1.3.-', '5.4.4.2']), ('B', ['4.1.3.-', '5.4.4.2']), ('D', ['4.1.3.-', '5.4.4.2'])]",P 1 21 1,08-JUL-11,['RVE']
3ST8,1.98,X-RAY DIFFRACTION,,{'A': ['P9WMN3']},['A'],,"[('A', ['2.7.7.23', '2.3.1.157'])]",H 3 2,09-JUL-11,"['MG', 'UD1', 'COA', 'GP1']"
3SYT,2.65,X-RAY DIFFRACTION,10.1042/BJ20112210,"{'A': ['P9WJJ3'], 'C': ['P9WJJ3'], 'B': ['P9WJJ3'], 'D': ['P9WJJ3']}","['A', 'C', 'B', 'D']",22280445,"[('A', ['6.3.5.1']), ('C', ['6.3.5.1']), ('B', ['6.3.5.1']), ('D', ['6.3.5.1'])]",P 41 21 2,18-JUL-11,"['NAD', 'GLU', 'POP', 'AMP', 'GOL']"
3SZG,2.25,X-RAY DIFFRACTION,10.1042/BJ20112210,"{'A': ['P9WJJ3'], 'C': ['P9WJJ3'], 'B': ['P9WJJ3'], 'D': ['P9WJJ3']}","['A', 'C', 'B', 'D']",22280445,"[('A', ['6.3.5.1']), ('C', ['6.3.5.1']), ('B', ['6.3.5.1']), ('D', ['6.3.5.1'])]",P 41 21 2,19-JUL-11,"['POP', 'AMP', 'GOL', 'NXX']"
3T40,1.75,X-RAY DIFFRACTION,,{'A': ['P9WFX7']},['A'],,"[('A', ['4.1.1.48'])]",P 21 21 21,25-JUL-11,"['SO4', '3RG']"
3T44,1.6,X-RAY DIFFRACTION,,{'A': ['P9WFX7']},['A'],,"[('A', ['4.1.1.48'])]",P 21 21 21,25-JUL-11,"['IGP', 'BE2']"
3T55,2.06,X-RAY DIFFRACTION,,{'A': ['P9WFX7']},['A'],,"[('A', ['4.1.1.48'])]",P 21 21 21,26-JUL-11,"['SO4', 'MLI', '4RG']"
3T5A,2.05,X-RAY DIFFRACTION,10.1016/J.JMB.2011.12.031,{'A': ['P9WQ59']},['A'],22206988,"[('A', ['6.2.1.-'])]",P 21 21 21,27-JUL-11,
3T78,1.6,X-RAY DIFFRACTION,,{'A': ['P9WFX7']},['A'],,"[('A', ['4.1.1.48'])]",P 21 21 21,29-JUL-11,"['5RG', 'MLI', 'ACT']"
3T8A,2.25,X-RAY DIFFRACTION,10.1021/BI200877X,"{'A': ['P9WNP5'], 'C': ['P9WNP5'], 'B': ['P9WNP5']}","['A', 'C', 'B']",21830810,"[('A', ['4.1.3.36']), ('C', ['4.1.3.36']), ('B', ['4.1.3.36'])]",P 61 2 2,01-AUG-11,['S0N']
3T8B,1.65,X-RAY DIFFRACTION,10.1021/BI200877X,"{'A': ['P9WNP5'], 'B': ['P9WNP5']}","['A', 'B']",21830810,"[('A', ['4.1.3.36']), ('B', ['4.1.3.36'])]",H 3,01-AUG-11,['GOL']
3TA6,1.41,X-RAY DIFFRACTION,10.1107/S0907444911042971,"{'A': ['P9WG43'], 'B': ['P9WG43']}","['A', 'B']",22120738,"[('A', ['5.3.1.1']), ('B', ['5.3.1.1'])]",C 1 2 1,03-AUG-11,['FLC']
3TAO,1.45,X-RAY DIFFRACTION,10.1107/S0907444911042971,"{'A': ['P9WG43'], 'B': ['P9WG43']}","['A', 'B']",22120738,"[('A', ['5.3.1.1']), ('B', ['5.3.1.1'])]",C 1 2 1,04-AUG-11,['PGH']
3TDE,1.85,X-RAY DIFFRACTION,10.1016/J.TUBE.2014.12.003,"{'A': ['P9WGV1'], 'C': ['P9WGV1'], 'B': ['P9WGV1'], 'D': ['P9WGV1']}","['A', 'C', 'B', 'D']",25613812,"[('A', ['2.5.1.6']), ('C', ['2.5.1.6']), ('B', ['2.5.1.6']), ('D', ['2.5.1.6'])]",P 21 21 21,10-AUG-11,['NA']
3TFT,1.95,X-RAY DIFFRACTION,10.1021/JA204036T,"{'A': ['P9WQ81'], 'B': ['P9WQ81']}","['A', 'B']",21988601,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,16-AUG-11,"['PLP', 'DMS']"
3TFU,1.94,X-RAY DIFFRACTION,10.1021/JA204036T,"{'A': ['P9WQ81'], 'B': ['P9WQ81']}","['A', 'B']",21988601,"[('A', ['2.6.1.62']), ('B', ['2.6.1.62'])]",P 21 21 21,16-AUG-11,"['DMS', 'PL8']"
3TWP,1.83,X-RAY DIFFRACTION,10.1021/BI301387M,"{'A': ['P9WFX5'], 'C': ['P9WFX5'], 'B': ['P9WFX5'], 'D': ['P9WFX5']}","['A', 'C', 'B', 'D']",23363292,"[('A', ['2.4.2.18']), ('C', ['2.4.2.18']), ('B', ['2.4.2.18']), ('D', ['2.4.2.18'])]",P 1 21 1,22-SEP-11,"['PRP', 'GOL', 'MG', 'SAL']"
3TZ6,1.95,X-RAY DIFFRACTION,10.1107/S0907444912007330,{'A': ['P9WNX5']},['A'],22683789,"[('A', ['1.2.1.11'])]",F 4 3 2,27-SEP-11,"['CYS', 'GOL', 'SO4']"
3U6W,2.21,X-RAY DIFFRACTION,10.1021/BI201717J,"{'A': ['P9WQB3'], 'B': ['P9WQB3']}","['A', 'B']",22352945,"[('A', ['2.3.3.13']), ('B', ['2.3.3.13'])]",P 1,13-OCT-11,"['GOL', 'MN', 'KIV']"
3UC5,1.7,X-RAY DIFFRACTION,10.1107/S0907444912040206,{'A': ['P9WPA5']},['A'],23151631,"[('A', ['2.7.7.3'])]",H 3 2,26-OCT-11,['ATP']
3UU1,1.82,X-RAY DIFFRACTION,10.1021/BI301387M,"{'A': ['P9WFX5'], 'C': ['P9WFX5'], 'B': ['P9WFX5'], 'D': ['P9WFX5']}","['A', 'C', 'B', 'D']",23363292,"[('A', ['2.4.2.18']), ('C', ['2.4.2.18']), ('B', ['2.4.2.18']), ('D', ['2.4.2.18'])]",P 1 21 1,27-NOV-11,"['14B', 'PRP', 'MG']"
3VEH,2.0,X-RAY DIFFRACTION,10.1021/BI3002067,"{'A': ['P9WFX0'], 'C': ['P9WFX0'], 'B': ['P9WFX0'], 'D': ['P9WFX0']}","['A', 'C', 'B', 'D']",22607697,"[('A', ['4.1.3.-', '5.4.4.2']), ('C', ['4.1.3.-', '5.4.4.2']), ('B', ['4.1.3.-', '5.4.4.2']), ('D', ['4.1.3.-', '5.4.4.2'])]",P 1 21 1,08-JAN-12,"['0GA', 'PEG', 'SCN', 'GOL', 'K']"
3VOM,2.1,X-RAY DIFFRACTION,10.1107/S0907444912004829,"{'A': ['P9WQ73'], 'B': ['P9WQ73']}","['B', 'A']",22525753,"[('B', ['2.6.1.52']), ('A', ['2.6.1.52'])]",P 21 21 21,30-JAN-12,"['SO4', 'GOL', 'PLP']"
3VOS,2.18,X-RAY DIFFRACTION,10.1107/S0907444912007330,{'A': ['P9WNX5']},['A'],22683789,"[('A', ['1.2.1.11'])]",F 4 3 2,07-FEB-12,"['SO4', 'GOL']"
3ZEI,2.0,X-RAY DIFFRACTION,10.1021/JM400710K,{'A': ['P9WP55']},['A'],23879381,"[('A', ['2.5.1.47'])]",P 41 21 2,05-DEC-12,"['MPD', 'PLP', 'AWH']"
3ZHX,2.0,X-RAY DIFFRACTION,10.1021/JM4006498,"{'A': ['P9WNS1'], 'B': ['P9WNS1']}","['A', 'B']",23819803,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 1 21 1,30-DEC-12,"['FM6', 'MN']"
3ZHY,2.3,X-RAY DIFFRACTION,10.1021/JM4006498,"{'A': ['P9WNS1'], 'B': ['P9WNS1']}","['A', 'B']",23819803,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 43 21 2,30-DEC-12,"['FM6', 'MN', 'NDP']"
3ZHZ,2.25,X-RAY DIFFRACTION,10.1021/JM4006498,"{'A': ['P9WNS1'], 'B': ['P9WNS1']}","['A', 'B']",23819803,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 1 21 1,30-DEC-12,['FM7']
3ZI0,1.9,X-RAY DIFFRACTION,10.1021/JM4006498,"{'A': ['P9WNS1'], 'B': ['P9WNS1']}","['A', 'B']",23819803,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 1 21 1,30-DEC-12,"['FM8', 'MN']"
3ZS4,1.9,X-RAY DIFFRACTION,,{'A': ['P9WMM5']},['A'],,"[('A', ['5.3.1.16', '5.3.1.24'])]",P 43 21 2,22-JUN-11,['1PR']
3ZXR,2.15,X-RAY DIFFRACTION,10.1021/JM201212H,"{'A': ['P9WN39'], 'C': ['P9WN39'], 'B': ['P9WN39'], 'E': ['P9WN39'], 'D': ['P9WN39'], 'F': ['P9WN39']}","['F', 'A', 'C', 'B', 'E', 'D']",22369127,"[('F', ['6.3.1.2']), ('A', ['6.3.1.2']), ('C', ['6.3.1.2']), ('B', ['6.3.1.2']), ('E', ['6.3.1.2']), ('D', ['6.3.1.2'])]",C 2 2 21,15-AUG-11,"['CL', 'PO4', 'P3S', 'MG', 'IQ1']"
3ZXV,2.26,X-RAY DIFFRACTION,10.1021/JM201212H,"{'A': ['P9WN39'], 'C': ['P9WN39'], 'B': ['P9WN39'], 'E': ['P9WN39'], 'D': ['P9WN39'], 'F': ['P9WN39']}","['F', 'A', 'C', 'B', 'E', 'D']",22369127,"[('F', ['6.3.1.2']), ('A', ['6.3.1.2']), ('C', ['6.3.1.2']), ('B', ['6.3.1.2']), ('E', ['6.3.1.2']), ('D', ['6.3.1.2'])]",C 2 2 21,16-AUG-11,"['CL', 'PO4', 'P3S', 'MG', 'MXI']"
3ZZM,2.2,X-RAY DIFFRACTION,10.1074/JBC.M111.291138,"{'A': ['P9WHM7'], 'B': ['P9WHM7']}","['A', 'B']",21956117,"[('A', ['2.1.2.3', '3.5.4.10']), ('B', ['2.1.2.3', '3.5.4.10'])]",P 21 21 21,02-SEP-11,"['GOL', 'JLN', 'K', 'PO4']"
4A03,1.65,X-RAY DIFFRACTION,10.1107/S0907444911052231,"{'A': ['P9WNS0'], 'B': ['P9WNS0']}","['A', 'B']",22281742,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 43 21 2,07-SEP-11,"['GOL', 'MN', 'NDP', 'F98']"
4A1O,2.48,X-RAY DIFFRACTION,10.1074/JBC.M111.291138,"{'A': ['P9WHM7'], 'B': ['P9WHM7']}","['A', 'B']",21956117,"[('A', ['2.1.2.3', '3.5.4.10']), ('B', ['2.1.2.3', '3.5.4.10'])]",P 21 21 21,17-SEP-11,"['JLN', 'PO4', 'AMZ', 'K']"
4A21,2.35,X-RAY DIFFRACTION,10.1074/JBC.M111.259440,"{'A': ['P9WQA3'], 'C': ['P9WQA3'], 'B': ['P9WQA3'], 'D': ['P9WQA3']}","['A', 'C', 'B', 'D']",21949126,"[('A', ['4.1.2.13']), ('C', ['4.1.2.13']), ('B', ['4.1.2.13']), ('D', ['4.1.2.13'])]",C 1 2 1,21-SEP-11,"['SO4', 'NA']"
4A22,1.9,X-RAY DIFFRACTION,10.1074/JBC.M111.259440,"{'A': ['P9WQA3'], 'C': ['P9WQA3'], 'B': ['P9WQA3'], 'D': ['P9WQA3']}","['C', 'A', 'B', 'D']",21949126,"[('C', ['4.1.2.13']), ('A', ['4.1.2.13']), ('B', ['4.1.2.13']), ('D', ['4.1.2.13'])]",C 1 2 1,21-SEP-11,"['TD4', 'NA', 'ZN', 'SO4']"
4A6A,2.9,X-RAY DIFFRACTION,,"{'A': ['P9WP17'], 'C': ['P9WP17'], 'B': ['P9WP17'], 'E': ['P9WP17'], 'D': ['P9WP17'], 'G': ['P9WP17'], 'F': ['P9WP17'], 'I': ['P9WP17'], 'H': ['P9WP17'], 'K': ['P9WP17'], 'J': ['P9WP17'], 'L': ['P9WP17']}","['A', 'C', 'B', 'E', 'D', 'G', 'F', 'I', 'H', 'K', 'J', 'L']",,"[('A', ['3.5.4.13']), ('C', ['3.5.4.13']), ('B', ['3.5.4.13']), ('E', ['3.5.4.13']), ('D', ['3.5.4.13']), ('G', ['3.5.4.13']), ('F', ['3.5.4.13']), ('I', ['3.5.4.13']), ('H', ['3.5.4.13']), ('K', ['3.5.4.13']), ('J', ['3.5.4.13']), ('L', ['3.5.4.13'])]",P 1 21 1,01-NOV-11,"['TTP', 'MG']"
4ACF,2.0,X-RAY DIFFRACTION,10.1039/C2MD00310D,"{'A': ['P9WN39'], 'C': ['P9WN39'], 'B': ['P9WN39'], 'E': ['P9WN39'], 'D': ['P9WN39'], 'F': ['P9WN39']}","['F', 'A', 'C', 'B', 'E', 'D']",,"[('F', ['6.3.1.2']), ('A', ['6.3.1.2']), ('C', ['6.3.1.2']), ('B', ['6.3.1.2']), ('E', ['6.3.1.2']), ('D', ['6.3.1.2'])]",C 2 2 21,15-DEC-11,"['46B', 'CL', 'PO4', 'P3S', 'MG']"
4ADL,2.2,X-RAY DIFFRACTION,10.1016/J.FEBSLET.2012.04.034,"{'A': ['P9WN93'], 'C': ['P9WN93'], 'B': ['P9WN93'], 'D': ['P9WN93']}","['A', 'C', 'B', 'D']",22561013,"[('A', ['4.2.1.2']), ('C', ['4.2.1.2']), ('B', ['4.2.1.2']), ('D', ['4.2.1.2'])]",C 1 2 1,26-DEC-11,['LMR']
4ADM,1.65,X-RAY DIFFRACTION,10.1016/J.FEBSLET.2012.04.034,"{'A': ['P9WN93'], 'C': ['P9WN93'], 'B': ['P9WN93'], 'D': ['P9WN93']}","['A', 'C', 'B', 'D']",22561013,"[('A', ['4.2.1.2']), ('C', ['4.2.1.2']), ('B', ['4.2.1.2']), ('D', ['4.2.1.2'])]",C 1 2 1,27-DEC-11,"['GOL', 'SRT']"
4AIC,2.05,X-RAY DIFFRACTION,10.1074/JBC.M701935200,"{'A': ['P9WNS1'], 'B': ['P9WNS1']}","['A', 'B']",17491006,"[('A', ['1.1.1.267']), ('B', ['1.1.1.267'])]",P 1 21 1,09-FEB-12,"['SO4', 'MN', 'FOM', 'NDP']"
4AIV,2.0,X-RAY DIFFRACTION,10.1002/PROT.24177,{'A': ['O53675']},['A'],22965870,"[('A', ['1.6.6.4'])]",P 41 21 2,15-FEB-12,['GOL']
4ANC,2.8,X-RAY DIFFRACTION,10.1371/JOURNAL.PONE.0057867,{'A': ['P9WJH7']},['A'],23526954,"[('A', ['2.7.4.6'])]",P 43 3 2,16-MAR-12,
4AND,2.81,X-RAY DIFFRACTION,10.1371/JOURNAL.PONE.0057867,"{'A': ['P9WJH7'], 'B': ['P9WJH7']}","['A', 'B']",23526954,"[('A', ['2.7.4.6']), ('B', ['2.7.4.6'])]",P 21 3,16-MAR-12,
4ANE,1.9,X-RAY DIFFRACTION,10.1107/S2053230X13034134,"{'A': ['P9WJH7'], 'C': ['P9WJH7'], 'B': ['P9WJH7'], 'E': ['P9WJH7'], 'D': ['P9WJH7'], 'F': ['P9WJH7']}","['A', 'C', 'B', 'E', 'D', 'F']",24419614,"[('A', ['2.7.4.6']), ('C', ['2.7.4.6']), ('B', ['2.7.4.6']), ('E', ['2.7.4.6']), ('D', ['2.7.4.6']), ('F', ['2.7.4.6'])]",I 1 2 1,16-MAR-12,['CIT']
4APA,2.04,X-RAY DIFFRACTION,10.1016/J.FEBSLET.2012.04.034,"{'A': ['P9WN93'], 'C': ['P9WN93'], 'B': ['P9WN93'], 'D': ['P9WN93']}","['A', 'C', 'B', 'D']",22561013,"[('A', ['4.2.1.2']), ('C', ['4.2.1.2']), ('B', ['4.2.1.2']), ('D', ['4.2.1.2'])]",C 1 2 1,31-MAR-12,
4APB,1.94,X-RAY DIFFRACTION,10.1016/J.FEBSLET.2012.04.034,"{'A': ['P9WN93'], 'C': ['P9WN93'], 'B': ['P9WN93'], 'D': ['P9WN93']}","['A', 'C', 'D', 'B']",22561013,"[('A', ['4.2.1.2']), ('C', ['4.2.1.2']), ('D', ['4.2.1.2']), ('B', ['4.2.1.2'])]",P 21 21 21,31-MAR-12,"['FUM', 'CA']"
4B3H,2.3,X-RAY DIFFRACTION,10.1021/CB400007K,"{'A': ['O53872'], 'C': ['O53871'], 'B': ['O53872'], 'D': ['O53871']}","['C', 'B', 'D', 'A']",23496842,"[('C', ['2.3.1.9']), ('B', ['4.2.1.17', '1.1.1.35']), ('D', ['2.3.1.9']), ('A', ['4.2.1.17', '1.1.1.35'])]",C 1 2 1,24-JUL-12,"['SO4', 'GOL']"
4B3I,2.63,X-RAY DIFFRACTION,10.1021/CB400007K,"{'A': ['O53872'], 'C': ['O53871'], 'B': ['O53872'], 'D': ['O53871']}","['A', 'C', 'B', 'D']",23496842,"[('A', ['4.2.1.17', '1.1.1.35']), ('C', ['2.3.1.9']), ('B', ['4.2.1.17', '1.1.1.35']), ('D', ['2.3.1.9'])]",C 1 2 1,24-JUL-12,"['COA', 'GOL', 'ADP', 'SO4']"
4B3J,2.5,X-RAY DIFFRACTION,10.1021/CB400007K,"{'A': ['O53872'], 'C': ['O53871'], 'B': ['O53872'], 'D': ['O53871']}","['A', 'C', 'B', 'D']",23496842,"[('A', ['4.2.1.17', '1.1.1.35']), ('C', ['2.3.1.9']), ('B', ['4.2.1.17', '1.1.1.35']), ('D', ['2.3.1.9'])]",C 1 2 1,24-JUL-12,"['COA', 'GOL', 'ADP', 'SO4']"
4B6O,2.0,X-RAY DIFFRACTION,10.1021/CB300493S,{'A': ['P9WPX7']},['A'],23198883,"[('A', ['4.2.1.10'])]",F 2 3,14-AUG-12,"['SO4', '3DQ']"
4B6P,2.3,X-RAY DIFFRACTION,10.1021/CB300493S,{'A': ['P9WPX7']},['A'],23198883,"[('A', ['4.2.1.10'])]",F 2 3,14-AUG-12,"['SO4', '2HN']"
4B6Q,1.54,X-RAY DIFFRACTION,10.1021/CB300493S,{'A': ['P9WPX7']},['A'],23198883,"[('A', ['4.2.1.10'])]",F 2 3,14-AUG-12,"['SO4', 'BZ5']"
4BAI,2.3,X-RAY DIFFRACTION,10.1016/J.JSB.2012.11.003,{'A': ['P9WPY1']},['A'],23178456,"[('A', ['4.2.3.5'])]",P 64 2 2,14-SEP-12,"['ACT', 'MSE']"
4BAJ,2.3,X-RAY DIFFRACTION,10.1016/J.JSB.2012.11.003,{'A': ['P9WPY1']},['A'],23178456,"[('A', ['4.2.3.5'])]",P 64 2 2,14-SEP-12,"['ACT', 'MSE']"
4BFS,2.9,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,{'A': ['P9WPA7']},['A'],23661699,"[('A', ['2.7.1.33'])]",P 31 2 1,22-MAR-13,['ZVS']
4BFT,2.29,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVT', 'PO4']"
4BFU,2.28,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['PO4', 'ZVU']"
4BFV,2.29,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVV', 'PO4']"
4BFW,2.27,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVW', 'PO4']"
4BFX,2.7,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVX', 'PO4']"
4BFY,2.3,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVY', 'PO4']"
4BFZ,2.1,X-RAY DIFFRACTION,10.1074/JBC.M113.476473,"{'A': ['P9WPA7'], 'B': ['P9WPA7']}","['A', 'B']",23661699,"[('A', ['2.7.1.33']), ('B', ['2.7.1.33'])]",P 21 21 2,22-MAR-13,"['ZVZ', 'PO4']"
4BGE,2.25,X-RAY DIFFRACTION,10.1038/NCHEMBIO.1405,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'E': ['P9WGR1'], 'D': ['P9WGR1'], 'F': ['P9WGR1']}","['A', 'C', 'B', 'E', 'D', 'F']",24292073,"[('A', ['1.3.1.9']), ('C', ['1.3.1.9']), ('B', ['1.3.1.9']), ('E', ['1.3.1.9']), ('D', ['1.3.1.9']), ('F', ['1.3.1.9'])]",C 1 2 1,26-MAR-13,['PYW']
4BGI,2.09,X-RAY DIFFRACTION,10.1038/NCHEMBIO.1405,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'E': ['P9WGR1'], 'D': ['P9WGR1'], 'F': ['P9WGR1']}","['A', 'C', 'B', 'E', 'D', 'F']",24292073,"[('A', ['1.3.1.9']), ('C', ['1.3.1.9']), ('B', ['1.3.1.9']), ('E', ['1.3.1.9']), ('D', ['1.3.1.9']), ('F', ['1.3.1.9'])]",C 1 2 1,27-MAR-13,"['NAD', 'I4I']"
4BII,1.95,X-RAY DIFFRACTION,10.1038/NCHEMBIO.1405,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'D': ['P9WGR1']}","['A', 'B', 'C', 'D']",24292073,"[('A', ['1.3.1.9']), ('B', ['1.3.1.9']), ('C', ['1.3.1.9']), ('D', ['1.3.1.9'])]",P 1 21 1,10-APR-13,"['NAD', 'PYW']"
4BQP,1.89,X-RAY DIFFRACTION,10.1021/JM4012033,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'E': ['P9WGR1'], 'D': ['P9WGR1'], 'F': ['P9WGR1']}","['A', 'C', 'B', 'E', 'D', 'F']",24107081,"[('A', ['1.3.1.9']), ('C', ['1.3.1.9']), ('B', ['1.3.1.9']), ('E', ['1.3.1.9']), ('D', ['1.3.1.9']), ('F', ['1.3.1.9'])]",C 1 2 1,31-MAY-13,"['NAD', 'NA', 'VMY']"
4BQR,2.05,X-RAY DIFFRACTION,10.1021/JM4012033,"{'A': ['P9WGR1'], 'C': ['P9WGR1'], 'B': ['P9WGR1'], 'D': ['P9WGR1']}","['A', 'B', 'C', 'D']",24107081,"[('A', ['1.3.1.9']), ('B', ['1.3.1.9']), ('C', ['1.3.1.9']), ('D', ['1.3.1.9'])]",P 1 21 1,31-MAY-13,"['IBH', 'NAD']"
4BQS,2.15,X-RAY DIFFRACTION,10.1021/JA405853P,"{'A': ['P9WPY3'], 'C': ['P9WPY3'], 'B': ['P9WPY3']}","['A', 'C', 'B']",23889343,"[('A', ['2.7.1.71']), ('C', ['2.7.1.71']), ('B', ['2.7.1.71'])]",P 1 21 1,02-JUN-13,"['K2Q', 'ADP']"
4BZQ,2.1,X-RAY DIFFRACTION,10.1371/JOURNAL.PONE.0121494,"{'A': ['P9WNM5'], 'B': ['P9WNM5']}","['A', 'B']",25807013,"[('A', ['2.7.7.4', '2.7.1.25']), ('B', ['2.7.7.4', '2.7.1.25'])]",P 21 21 21,29-JUL-13,"['CIT', 'ADX', 'EDO', 'ADP']"
4BZX,1.7,X-RAY DIFFRACTION,10.1371/JOURNAL.PONE.0121494,"{'A': ['P9WNM5'], 'B': ['P9WNM5']}","['A', 'B']",25807013,"[('A', ['2.7.1.25']), ('B', ['2.7.1.25'])]",P 21 21 21,30-JUL-13,"['CIT', 'PEG', 'ADX', 'MG', 'EDO', 'ANP']"
4C50,2.5,X-RAY DIFFRACTION,10.1039/C3CC47022A,"{'A': ['P9WIE4'], 'B': ['P9WIE4']}","['A', 'B']",24185282,"[('A', ['1.11.1.21']), ('B', ['1.11.1.21'])]",P 42 21 2,10-SEP-13,"['GLC', 'ACT', 'HEM']"
4C51,3.1,X-RAY DIFFRACTION,10.1039/C3CC47022A,"{'A': ['P9WIE4'], 'B': ['P9WIE4']}","['A', 'B']",24185282,"[('A', ['1.11.1.21']), ('B', ['1.11.1.21'])]",P 42 21 2,10-SEP-13,"['GLC', 'HEM']"
4CIV,2.9,X-RAY DIFFRACTION,10.1021/JM500175Z,{'A': ['P9WPX7']},['A'],24689821,"[('A', ['4.2.1.10'])]",F 2 3,17-DEC-13,['48P']
4CIW,2.2,X-RAY DIFFRACTION,10.1021/JM500175Z,{'A': ['P9WPX7']},['A'],24689821,"[('A', ['4.2.1.10'])]",F 2 3,17-DEC-13,"['SO4', 'XH2', 'NA']"
4CIX,2.9,X-RAY DIFFRACTION,10.1021/JM500175Z,{'A': ['P9WPX7']},['A'],24689821,"[('A', ['4.2.1.10'])]",F 2 3,17-DEC-13,"['SO4', 'W4N']"
