,i_entry_name,i_length,i_native,i_tm_helix,i_tm_score,u_uniprot_acc
2744,AMPD_ECOLI,183.0, ,0.0,,P13016
2745,AMPH_ECOLI,385.0, ,5.0,,P0AD70
2746,ANMK_ECOLI,369.0, ,0.0,,P77570
2747,ANSP_ECOLI,499.0, ,242.0,,P77610
2748,APHA_ECOLI,237.0,2b82A,15.0,,P0AE22
2749,APPC_ECOLI,514.0, ,196.0,,P26459
2750,AQPZ_ECOLI,231.0,1rc2A,113.0,,P60844
2751,ARAC_ECOLI,292.0,1xjaC,0.0,,P0A9E0
2752,ARAF_ECOLI,329.0,1abeA,4.0,,P02924
2753,ARAJ_ECOLI,394.0, ,240.0,,P23910
2754,ARCC_ECOLI,297.0, ,0.0,,P37306
2755,ARGC_ECOLI,334.0, ,2.0,,P11446
2756,OTC2_ECOLI,334.0, ,0.0,,P06960
2757,OTC1_ECOLI,334.0,1duvG,0.0,,P04391
2758,SYR_ECOLI,577.0, ,0.0,,P11875
2759,ARNB_ECOLI,379.0, ,0.0,,P77690
2760,ARNT_ECOLI,550.0, ,223.0,,P76473
2761,AROC_ECOLI,361.0, ,0.0,,P12008
2762,AROF_ECOLI,356.0, ,0.0,,P00888
2763,AROK_ECOLI,173.0,1kagA,0.0,,P0A6D7
2764,AROP_ECOLI,457.0, ,239.0,,P15993
2765,LYSD_ECOLI,165.0, ,14.0,,P78285
2766,ARTI_ECOLI,243.0, ,8.0,,P30859
2767,ARTP_ECOLI,242.0, ,0.0,,P0AAF6
2768,PTIBC_ECOLI,485.0, ,206.0,,P24241
2769,ASLA_ECOLI,551.0, ,1.0,,P25549
2770,ASNA_ECOLI,330.0,11asA,0.0,,P00963
2771,SYN_ECOLI,466.0, ,0.0,,P0A8M0
2772,SYD_ECOLI,590.0,1eqrA,0.0,,P21889
2773,ASTC_ECOLI,406.0, ,0.0,,P77581
2774,ATOA_ECOLI,216.0, ,2.0,,P76459
2775,ATOD_ECOLI,220.0,1k6dB,4.0,,P76458
2776,ATPA_ECOLI,513.0, ,0.0,,P0ABB0
2777,ATPF_ECOLI,156.0, ,21.0,,P0ABA0
2778,AVTA_ECOLI,417.0, ,3.0,,P09053
2779,BAES_ECOLI,467.0, ,41.0,,P30847
2780,BASS_ECOLI,363.0, ,38.0,,P30844
2781,BCR_ECOLI,396.0, ,238.0,,P28246
2782,BCSC_ECOLI,1157.0, ,1.0,,P37650
2783,BETB_ECOLI,490.0, ,2.0,,P17445
2784,BFR_ECOLI,158.0,1bcfA,0.0,,P0ABD3
2785,PTV3B_ECOLI,625.0, ,224.0,,P08722
2786,BGLJ_ECOLI,225.0, ,0.0,,P39404
2787,BIOB_ECOLI,346.0,1r30B,1.0,,P12996
2788,BIOF_ECOLI,384.0,2g6wA,1.0,,P12998
2789,BISC_ECOLI,777.0, ,0.0,,P20099
2790,BTUB_ECOLI,614.0,2gskA,4.0,,P06129
2791,BTUE_ECOLI,183.0, ,0.0,,P06610
2792,LDCI_ECOLI,715.0,3n75A,1.0,,P0A9H3
2793,CAIA_ECOLI,380.0, ,0.0,,P60584
2794,CAID_ECOLI,261.0, ,0.0,,P31551
2795,CAN_ECOLI,220.0,1i6pA,0.0,,P61517
2796,CBL_ECOLI,316.0,2fyiC,0.0,,Q47083
2797,CCA_ECOLI,412.0, ,0.0,,P06961
2798,CCMC_ECOLI,245.0, ,115.0,,P0ABM1
2799,CCMH_ECOLI,350.0, ,53.0,,P0ABM9
2800,CDH_ECOLI,251.0, ,18.0,,P06282
2801,CHAA_ECOLI,366.0, ,196.0,,P31801
2802,CHBF_ECOLI,450.0, ,1.0,,P17411
2803,CHEA_ECOLI,654.0, ,2.0,,P07363
2804,CHEW_ECOLI,167.0, ,0.0,,P0A964
2805,CHO_ECOLI,295.0, ,0.0,,P76213
2806,CITE_ECOLI,302.0, ,4.0,,P0A9I1
2807,CITT_ECOLI,487.0, ,255.0,,P0AE74
2808,CLPA_ECOLI,758.0,1ksfX,0.0,,P0ABH9
2809,CLPX_ECOLI,424.0,3hwsA,0.0,,P0A6H1
2810,CMOA_ECOLI,247.0, ,1.0,,P76290
2811,COAA_ECOLI,316.0,1esmA,0.0,,P0A6I3
2812,COAE_ECOLI,206.0,1vhlA,0.0,,P0A6I9
2813,COBT_ECOLI,359.0, ,3.0,,P36562
2814,CODB_ECOLI,419.0, ,251.0,,P0AA82
2815,COPA_ECOLI,834.0, ,132.0,,Q59385
2816,CPDA_ECOLI,275.0, ,0.0,,P0AEW4
2817,CPXA_ECOLI,457.0, ,41.0,,P0AE82
2818,CREB_ECOLI,229.0, ,0.0,,P08368
2819,CRP_ECOLI,210.0,1i5zB,0.0,,P0ACJ8
2820,CSGA_ECOLI,151.0, ,11.0,,P28307
2821,CSGG_ECOLI,277.0, ,4.0,,P0AEA2
2822,CSIR_ECOLI,220.0, ,0.0,,P37338
2823,CUEO_ECOLI,516.0,3od3A,5.0,,P36649
2824,CUSC_ECOLI,457.0,3pikA,6.0,,P77211
2825,CUTC_ECOLI,248.0, ,0.0,,P67826
2826,CYAA_ECOLI,848.0, ,0.0,,P00936
2827,CYDA_ECOLI,522.0, ,196.0,,P0ABJ9
2828,CYDD_ECOLI,588.0, ,130.0,,P29018
2829,CYNT_ECOLI,219.0, ,0.0,,P0ABE9
2830,CYOB_ECOLI,663.0,1fftA,297.0,,P0ABI8
2831,CYSA_ECOLI,365.0, ,0.0,,P16676
2832,CYSD_ECOLI,302.0, ,0.0,,P21156
2833,CYSH_ECOLI,244.0,2o8vA,0.0,,P17854
2834,CYSK_ECOLI,323.0, ,1.0,,P0ABK5
2835,CYSP_ECOLI,338.0, ,6.0,,P16700
2836,CYST_ECOLI,277.0, ,131.0,,P16701
2837,CYTR_ECOLI,341.0, ,0.0,,P0ACN7
2838,DACC_ECOLI,400.0,3itbD,19.0,,P08506
2839,ALR2_ECOLI,356.0, ,0.0,,P29012
2840,DAPA_ECOLI,292.0,1dhpA,0.0,,P0A6L2
2841,DAPE_ECOLI,375.0, ,0.0,,P0AED7
2842,DCD_ECOLI,193.0,1xs1A,0.0,,P28248
2843,DCRB_ECOLI,185.0, ,3.0,,P0AEE1
2844,DCUA_ECOLI,433.0, ,220.0,,P0ABN5
2845,DCUD_ECOLI,455.0, ,255.0,,P45428
2846,DCYD_ECOLI,328.0, ,0.0,,P76316
2847,DDPA_ECOLI,516.0, ,13.0,,P76128
2848,DDPD_ECOLI,328.0, ,0.0,,P77268
2849,DEAD_ECOLI,629.0, ,0.0,,P0A9P6
2850,DEGP_ECOLI,474.0,3mh6A,12.0,,P0C0V0
2851,TYPH_ECOLI,440.0,1azyA,1.0,,P07650
2852,DEOD_ECOLI,239.0,1a69A,0.0,,P0ABP8
2853,DGOD_ECOLI,382.0, ,2.0,,Q6BF17
2854,DGOT_ECOLI,430.0, ,237.0,,P0AA76
2855,DHAL_ECOLI,210.0,2btdA,3.0,,P76014
2856,DIAA_ECOLI,196.0,2yvaA,0.0,,P66817
2857,DING_ECOLI,716.0, ,0.0,,P27296
2858,DJLC_ECOLI,483.0, ,10.0,,P77359
2859,DKSA_ECOLI,151.0,1tjlA,0.0,,P0ABS1
2860,DMLA_ECOLI,361.0, ,0.0,,P76251
2861,DMSB_ECOLI,205.0, ,0.0,,P18776
2862,DNAA_ECOLI,467.0, ,0.0,,P03004
2863,DPO3A_ECOLI,1160.0,2hnhA,0.0,,P10443
2864,DNAK_ECOLI,638.0,1dkgD,0.0,,P0A6Y8
2865,DNAT_ECOLI,179.0, ,0.0,,P0A8J2
2866,DOSP_ECOLI,799.0, ,0.0,,P76129
2867,DPPA_ECOLI,535.0,1dppA,7.0,,P23847
2868,DPPD_ECOLI,327.0, ,0.0,,P0AAG0
2869,DSBA_ECOLI,208.0,1a2jA,7.0,,P0AEG4
2870,DSBD_ECOLI,565.0, ,181.0,,P36655
2871,SDHD_ECOLI,442.0, ,1.0,,P00926
2872,DTPA_ECOLI,500.0, ,283.0,,P77304
2873,DUSA_ECOLI,330.0, ,0.0,,P32695
2874,DUT_ECOLI,151.0,1rn8A,0.0,,P06968
2875,EAEH_ECOLI,295.0, ,20.0,,P36943
2876,BGA2_ECOLI,1030.0, ,0.0,,P06864
2877,ECPD_ECOLI,246.0, ,12.0,,P33128
2878,EFEU_ECOLI,276.0, ,130.0,,P75901
2879,ELAD_ECOLI,403.0, ,0.0,,Q47013
2880,ELFC_ECOLI,866.0, ,21.0,,P75857
2881,EMRA_ECOLI,390.0, ,21.0,,P27303
2882,EMRK_ECOLI,387.0, ,18.0,,P52599
2883,END1_ECOLI,235.0, ,10.0,,P25736
2884,ENO_ECOLI,432.0,1e9iD,0.0,,P0A6P9
2885,ENTC_ECOLI,391.0,3hwoA,0.0,,P0AEJ2
2886,ENTF_ECOLI,1293.0, ,3.0,,P11454
2887,ENVR_ECOLI,220.0, ,1.0,,P0ACT2
2888,E4PD_ECOLI,339.0,2x5kP,0.0,,P0A9B6
2889,ERA_ECOLI,301.0,1egaB,0.0,,P06616
2890,EUTA_ECOLI,467.0, ,2.0,,P76551
2891,EUTD_ECOLI,338.0,1vmiA,0.0,,P77218
2892,EUTH_ECOLI,408.0, ,203.0,,P76552
2893,EUTL_ECOLI,219.0,3i82A,1.0,,P76541
2894,EUTR_ECOLI,350.0, ,0.0,,P36547
2895,EVGS_ECOLI,1197.0, ,17.0,,P30855
2896,EXUT_ECOLI,472.0, ,248.0,,P0AA78
2897,FABD_ECOLI,309.0,2g1hA,0.0,,P0AAI9
2898,FABH_ECOLI,317.0,1hn9A,1.0,,P0A6R0
2899,FABZ_ECOLI,151.0, ,0.0,,P0A6Q6
2900,LCFA_ECOLI,561.0, ,9.0,,P69451
2901,FADI_ECOLI,436.0, ,3.0,,P76503
2902,FADL_ECOLI,446.0,1t16A,11.0,,P10384
2903,ALF1_ECOLI,350.0, ,0.0,,P0A991
2904,FCL_ECOLI,321.0,1bsvA,0.0,,P32055
2905,FDHF_ECOLI,715.0,1fdiA,0.0,,P07658
2906,FDNI_ECOLI,217.0,1kqfC,86.0,,P0AEK7
2907,FDOI_ECOLI,211.0, ,80.0,,P0AEL0
2908,FEAR_ECOLI,301.0, ,0.0,,Q47129
2909,FECC_ECOLI,332.0, ,179.0,,P15030
2910,FECI_ECOLI,173.0, ,0.0,,P23484
2911,FEPA_ECOLI,746.0,1fepA,6.0,,P05825
2912,FEPD_ECOLI,334.0, ,192.0,,P23876
2913,FES_ECOLI,374.0, ,0.0,,P13039
2914,FHLA_ECOLI,692.0, ,0.0,,P19323
2915,FHUC_ECOLI,265.0, ,0.0,,P07821
2916,FHUF_ECOLI,262.0, ,8.0,,P39405
2917,FIMA1_ECOLI,182.0, ,17.0,,P04128
2918,FIMD_ECOLI,878.0,3rfzB,16.0,,P30130
2919,FIMG_ECOLI,167.0,3jwnG,15.0,,P08190
2920,FIMZ_ECOLI,210.0, ,0.0,,P0AEL8
2921,FIXB_ECOLI,313.0, ,1.0,,P31574
2922,FKBA_ECOLI,270.0,1q6uA,8.0,,P45523
2923,FLGA_ECOLI,219.0, ,6.0,,P75933
2924,FLGF_ECOLI,251.0, ,0.0,,P75938
2925,FLGJ_ECOLI,313.0, ,0.0,,P75942
2926,FLHA_ECOLI,692.0, ,139.0,,P76298
2927,FLIA_ECOLI,239.0, ,0.0,,P0AEM6
2928,FLIF_ECOLI,552.0, ,37.0,,P25798
2929,FLII_ECOLI,457.0, ,1.0,,P52612
2930,FLIR_ECOLI,261.0, ,152.0,,P33135
2931,FMT_ECOLI,315.0,2fmtA,0.0,,P23882
2932,FOCB_ECOLI,282.0, ,138.0,,P77733
2933,FOLD_ECOLI,288.0,1b0aA,0.0,,P24186
2934,FOLM_ECOLI,240.0, ,0.0,,P0AFS3
2935,FCTA_ECOLI,416.0,1pt8A,1.0,,P69902
2936,FRE_ECOLI,233.0,1qfjA,0.0,,P0AEN1
2937,FRLC_ECOLI,276.0, ,0.0,,P45541
2938,FRMA_ECOLI,369.0, ,3.0,,P25437
2939,FRSA_ECOLI,414.0, ,0.0,,P04335
2940,K1PF_ECOLI,312.0, ,0.0,,P0AEW9
2941,FRVR_ECOLI,582.0, ,1.0,,P32152
2942,PTFX1_ECOLI,831.0, ,0.0,,P77439
2943,FSAB_ECOLI,220.0, ,1.0,,P32669
2944,FTNB_ECOLI,167.0, ,0.0,,P0A9A2
2945,FTSH_ECOLI,644.0, ,29.0,,P0AAI3
2946,FTSN_ECOLI,319.0, ,11.0,,P29131
2947,FTSY_ECOLI,497.0,2yhsA,0.0,,P10121
2948,FUCI_ECOLI,591.0,1fuiA,1.0,,P69922
2949,FUCP_ECOLI,438.0,3o7qA,228.0,,P11551
2950,FUMB_ECOLI,548.0, ,3.0,,P14407
2951,FXSA_ECOLI,158.0, ,67.0,,P37147
2952,GABT_ECOLI,426.0,1sf2A,4.0,,P22256
2953,GADC_ECOLI,511.0, ,271.0,,P63235
2954,GADX_ECOLI,274.0, ,1.0,,P37639
2955,GAL1_ECOLI,382.0, ,0.0,,P0A6T3
2956,GALR_ECOLI,343.0, ,0.0,,P03024
2957,GALU_ECOLI,302.0,2e3dC,0.0,,P0AEP3
2958,GARD_ECOLI,523.0, ,0.0,,P39829
2959,GARP_ECOLI,444.0, ,236.0,,P0AA80
2960,GATD_ECOLI,346.0, ,4.0,,P0A9S3
2961,GATZ_ECOLI,420.0, ,0.0,,P0C8J8
2962,GCP_ECOLI,337.0, ,2.0,,P05852
2963,GCVR_ECOLI,190.0, ,0.0,,P0A9I3
2964,GFCB_ECOLI,214.0,2in5A,5.0,,P75884
2965,GFCE_ECOLI,379.0, ,15.0,,P0A932
2966,GHRB_ECOLI,324.0, ,0.0,,P37666
2967,GLCC_ECOLI,254.0, ,0.0,,P0ACL5
2968,GLCF_ECOLI,407.0, ,0.0,,P52074
2969,GLGA_ECOLI,477.0,2qzsA,3.0,,P0A6U8
2970,PHSG_ECOLI,815.0, ,0.0,,P0AC86
2971,GLMM_ECOLI,445.0, ,4.0,,P31120
2972,GLNA_ECOLI,469.0, ,0.0,,P0A9C5
2973,NTRC_ECOLI,469.0, ,0.0,,P0AFB8
2974,GLNP_ECOLI,219.0, ,111.0,,P0AEQ6
2975,GLO2_ECOLI,251.0, ,0.0,,P0AC84
2976,GLPC_ECOLI,396.0, ,0.0,,P0A996
2977,GLPG_ECOLI,276.0,2ic8A,121.0,,P09391
2978,GLPR_ECOLI,252.0, ,0.0,,P0ACL0
2979,GLRK_ECOLI,475.0, ,37.0,,P52101
2980,CISY_ECOLI,427.0,1k3pA,10.0,,P0ABH7
2981,GLTF_ECOLI,254.0, ,10.0,,P28721
2982,GLTK_ECOLI,224.0, ,120.0,,P0AER5
2983,GLTS_ECOLI,401.0, ,206.0,,P0AER8
2984,PTXB_ECOLI,161.0, ,22.0,,P69789
2985,GLXK1_ECOLI,381.0, ,1.0,,P77364
2986,SYGA_ECOLI,303.0, ,0.0,,P00960
2987,GMHA_ECOLI,192.0,2i2wA,0.0,,P63224
2988,GMR_ECOLI,661.0, ,0.0,,P77334
2989,GNTP_ECOLI,447.0, ,236.0,,P0AC94
2990,GNTU_ECOLI,446.0, ,241.0,,P0AC96
2991,GPH_ECOLI,252.0, ,0.0,,P32662
2992,GPMI_ECOLI,514.0, ,0.0,,P37689
2993,XGPT_ECOLI,152.0,1a95B,0.0,,P0A9M5
2994,CH60_ECOLI,548.0,1mnfA,1.0,,P0A6F5
2995,GSH1_ECOLI,518.0,2d32A,2.0,,P0A6W9
2996,GSIB_ECOLI,512.0,1uqwA,14.0,,P75797
2997,INGK_ECOLI,434.0, ,0.0,,P0AEW6
2998,GSPC_ECOLI,271.0, ,16.0,,P45757
2999,GSPJ_ECOLI,195.0, ,19.0,,P45761
3000,GST_ECOLI,201.0,1a0fA,0.0,,P0A9D2
3001,GUAC_ECOLI,347.0, ,3.0,,P60560
3002,GUDP_ECOLI,450.0, ,238.0,,Q46916
3003,GYRA_ECOLI,875.0,2y3pB,0.0,,P0AES4
3004,HCAD_ECOLI,400.0, ,0.0,,P77650
3005,HCAR_ECOLI,296.0, ,12.0,,Q47141
3006,HCP_ECOLI,550.0, ,2.0,,P75825
3007,HDED_ECOLI,190.0, ,121.0,,P0AET5
3008,HELD_ECOLI,684.0, ,0.0,,P15038
3009,HEM3_ECOLI,313.0,1ah5A,0.0,,P06983
3010,HEM6_ECOLI,299.0, ,0.0,,P36553
3011,GSA_ECOLI,426.0, ,0.0,,P23893
3012,HEXR_ECOLI,289.0, ,2.0,,P46118
3013,HFLK_ECOLI,419.0, ,17.0,,P0ABC7
3014,HIS4_ECOLI,245.0, ,0.0,,P10371
3015,HISX_ECOLI,434.0,1kaeA,2.0,,P06988
3016,HIS5_ECOLI,196.0, ,0.0,,P60595
3017,LPHI_ECOLI,16.0, ,0.0,,P60995
3018,HISQ_ECOLI,228.0, ,109.0,,P52094
3019,HLDE_ECOLI,477.0, ,0.0,,P76658
3020,HNR_ECOLI,337.0, ,0.0,,P0AEV1
3021,LEP4_ECOLI,225.0, ,125.0,,P25960
3022,HOFM_ECOLI,259.0, ,0.0,,P45753
3023,HOLB_ECOLI,334.0,1jr3E,0.0,,P28631
3024,HRPB_ECOLI,809.0, ,0.0,,P37024
3025,HSCB_ECOLI,171.0,1fpoA,0.0,,P0A6L9
3026,T1RK_ECOLI,1170.0, ,0.0,,P08956
3027,HSLU_ECOLI,443.0,1yyfA,0.0,,P0A6H5
3028,HTPG_ECOLI,624.0,2iopA,1.0,,P0A6Z3
3029,HTRE_ECOLI,865.0, ,13.0,,P33129
3030,CYBH_ECOLI,235.0, ,85.0,,P0AAM1
3031,MBHT_ECOLI,372.0, ,15.0,,P69741
3032,MBHM_ECOLI,567.0, ,0.0,,P0ACE0
3033,HYCB_ECOLI,203.0, ,0.0,,P0AAK1
3034,HYCE_ECOLI,569.0, ,2.0,,P16431
3035,HYCI_ECOLI,156.0,2e85B,0.0,,P0AEV9
3036,HYFB_ECOLI,672.0, ,325.0,,P23482
3037,HYFE_ECOLI,216.0, ,136.0,,P0AEW1
3038,HYFH_ECOLI,181.0, ,0.0,,P77423
3039,HYI_ECOLI,258.0, ,0.0,,P30147
3040,HYPE_ECOLI,336.0,2i6rC,0.0,,P24193
3041,IAAA_ECOLI,321.0,3c17B,0.0,,P37595
3042,IBSA_ECOLI,19.0, ,4.0,,C1P607
3043,IBSD_ECOLI,19.0, ,9.0,,C1P616
3044,ICIA_ECOLI,297.0, ,0.0,,P0A8S1
3045,IDND_ECOLI,343.0, ,0.0,,P39346
3046,IDNR_ECOLI,332.0, ,0.0,,P39343
3047,THD1_ECOLI,514.0,1tdjA,0.0,,P04968
3048,ILVD_ECOLI,616.0, ,0.0,,P05791
3049,ILVH_ECOLI,163.0,2f1fA,0.0,,P00894
3050,INAA_ECOLI,216.0, ,0.0,,P27294
3051,INSD1_ECOLI,301.0, ,0.0,,P0CF53
3052,INSD4_ECOLI,301.0, ,0.0,,P0CF56
3053,INSD7_ECOLI,301.0, ,0.0,,P0CF59
3054,INSF2_ECOLI,288.0, ,0.0,,P0CF80
3055,INSF5_ECOLI,288.0, ,0.0,,P0CF83
3056,INSG_ECOLI,442.0, ,0.0,,P03835
3057,INSH3_ECOLI,338.0, ,0.0,,P0CE51
3058,INSH6_ECOLI,338.0, ,0.0,,P0CE53
3059,INSH9_ECOLI,338.0, ,0.0,,P0CE56
3060,INSI1_ECOLI,383.0, ,0.0,,P0CF88
3061,INSJ_ECOLI,173.0, ,0.0,,P19768
3062,INSL2_ECOLI,370.0, ,0.0,,P0CF92
3063,INSQ_ECOLI,382.0, ,0.0,,P76102
3064,INTD_ECOLI,387.0, ,0.0,,P24218
3065,INTQ_ECOLI,385.0, ,0.0,,P76168
3066,INTZ_ECOLI,402.0, ,0.0,,P76542
3067,ISPA_ECOLI,299.0,1rqiA,0.0,,P22939
3068,ISPE_ECOLI,283.0,2ww4A,0.0,,P62615
3069,ISPH_ECOLI,316.0,3f7tA,0.0,,P62623
3070,CATE_ECOLI,753.0,1ggeA,0.0,,P21179
3071,KBAZ_ECOLI,426.0, ,0.0,,P0C8K0
3072,KDGK_ECOLI,309.0, ,0.0,,P37647
3073,ATKA_ECOLI,557.0, ,215.0,,P03959
3074,KDPE_ECOLI,225.0,1zh2B,0.0,,P21866
3075,KDSC_ECOLI,188.0, ,0.0,,P0ABZ4
3076,KDUI_ECOLI,278.0,1xruA,0.0,,Q46938
3077,KEFC_ECOLI,620.0, ,233.0,,P03819
3078,KGTP_ECOLI,432.0, ,242.0,,P0AEX3
3079,THGA_ECOLI,203.0,1kruA,0.0,,P07464
3080,BGAL_ECOLI,1024.0,1bglA,0.0,,P00722
3081,LDCA_ECOLI,304.0, ,0.0,,P76008
3082,LEPA_ECOLI,599.0,3cb4A,2.0,,P60785
3083,LEU3_ECOLI,363.0,1cm7A,0.0,,P30125
3084,LEUE_ECOLI,212.0, ,119.0,,P76249
3085,LEXA_ECOLI,202.0,1jhfA,0.0,,P0A7C2
3086,DNLJ_ECOLI,671.0,2owoA,0.0,,P15042
3087,LIPA_ECOLI,321.0, ,0.0,,P60716
3088,LIVF_ECOLI,237.0, ,0.0,,P22731
3089,LIVJ_ECOLI,367.0,1z15A,7.0,,P0AD96
3090,LLDD_ECOLI,396.0, ,5.0,,P33232
3091,LNT_ECOLI,512.0, ,127.0,,P23930
3092,LOLC_ECOLI,399.0, ,89.0,,P0ADC3
3093,LOMR_ECOLI,164.0, ,5.0,,P77184
3094,LPLA_ECOLI,338.0,3a7aA,0.0,,P32099
3095,LPOB_ECOLI,213.0, ,5.0,,P0AB38
3096,LPTC_ECOLI,191.0,3my2A,17.0,,P0ADV9
3097,LPTF_ECOLI,366.0, ,128.0,,P0AF98
3098,LPXB_ECOLI,382.0, ,3.0,,P10441
3099,LPXH_ECOLI,240.0, ,0.0,,P43341
3100,LRHA_ECOLI,312.0, ,0.0,,P36771
3101,LSRB_ECOLI,340.0, ,9.0,,P76142
3102,LSRF_ECOLI,291.0,3gkfA,0.0,,P76143
3103,LTAE_ECOLI,333.0, ,1.0,,P75823
3104,AK3_ECOLI,449.0,2j0wA,0.0,,P08660
3105,SYK1_ECOLI,505.0,1bbuA,0.0,,P0A8N3
3106,MAA_ECOLI,183.0,1ocxA,0.0,,P77791
3107,MAO1_ECOLI,565.0, ,2.0,,P26616
3108,MALE_ECOLI,396.0,1anfA,13.0,,P0AEX9
3109,MALI_ECOLI,342.0, ,3.0,,P18811
3110,MALQ_ECOLI,694.0, ,0.0,,P15977
3111,PTOCB_ECOLI,530.0, ,197.0,,P19642
3112,MANA_ECOLI,391.0, ,0.0,,P00946
3113,PTNAB_ECOLI,323.0, ,0.0,,P69797
3114,MARC_ECOLI,221.0, ,111.0,,P0AEY1
3115,MAZG_ECOLI,263.0,3craA,0.0,,P0AEY3
3116,MCRA_ECOLI,277.0, ,0.0,,P24200
3117,MDAB_ECOLI,193.0,2b3dA,0.0,,P0AEY5
3118,MDLA_ECOLI,590.0, ,134.0,,P77265
3119,OPGC_ECOLI,385.0, ,184.0,,P75920
3120,OPGH_ECOLI,847.0, ,135.0,,P62517
3121,MDTC_ECOLI,1025.0, ,221.0,,P76399
3122,MDTF_ECOLI,1037.0, ,206.0,,P37637
3123,MDTK_ECOLI,457.0, ,253.0,,P37340
3124,MDTN_ECOLI,343.0, ,20.0,,P32716
3125,MDTQ_ECOLI,478.0, ,10.0,,P33369
3126,MELR_ECOLI,302.0, ,0.0,,P0ACH8
3127,MENC_ECOLI,320.0,1fhvA,0.0,,P29208
3128,MENF_ECOLI,431.0,3bznA,0.0,,P38051
3129,META_ECOLI,309.0, ,0.0,,P07623
3130,METE_ECOLI,753.0, ,1.0,,P25665
3131,METH_ECOLI,1227.0, ,1.0,,P13009
3132,AK2H_ECOLI,810.0, ,0.0,,P00562
3133,METR_ECOLI,317.0, ,0.0,,P0A9F9
3134,DGAL_ECOLI,332.0,1glgA,13.0,,P0AEE5
3135,ATMA_ECOLI,898.0, ,184.0,,P0ABB8
3136,MHPB_ECOLI,314.0, ,0.0,,P0ABR9
3137,HOA_ECOLI,337.0, ,0.0,,P51020
3138,MHPT_ECOLI,403.0, ,249.0,,P77589
3139,MINC_ECOLI,231.0, ,0.0,,P18196
3140,MLAC_ECOLI,211.0, ,7.0,,P0ADV7
3141,MLRA_ECOLI,243.0, ,7.0,,P33358
3142,MLTC_ECOLI,359.0, ,3.0,,P0C066
3143,MMCD_ECOLI,261.0,1ef9A,0.0,,P52045
3144,MNGB_ECOLI,877.0, ,0.0,,P54746
3145,MNMC_ECOLI,668.0,3awiD,0.0,,P77182
3146,MNTH_ECOLI,412.0, ,218.0,,P0A769
3147,MOAB_ECOLI,170.0,1mkzB,1.0,,P0AEZ9
3148,MOBB_ECOLI,175.0,1np6B,0.0,,P32125
3149,MODC_ECOLI,352.0, ,0.0,,P09833
3150,MOEA_ECOLI,411.0,2nqnA,0.0,,P12281
3151,MOTB_ECOLI,308.0, ,18.0,,P0AF06
3152,MPPA_ECOLI,537.0,3o9pA,8.0,,P77348
3153,MRAY_ECOLI,360.0, ,191.0,,P0A6W3
3154,PBPB_ECOLI,844.0,3fwlA,25.0,,P02919
3155,MREB_ECOLI,347.0, ,0.0,,P0A9X4
3156,MRP_ECOLI,369.0, ,0.0,,P0AF08
3157,MSBB_ECOLI,323.0, ,16.0,,P24205
3158,MSRA_ECOLI,212.0,1ff3A,0.0,,P0A744
3159,PTM3C_ECOLI,637.0, ,152.0,,P00550
3160,MTNN_ECOLI,232.0,1nc1A,0.0,,P0AF12
3161,MUKB_ECOLI,1486.0, ,5.0,,P22523
3162,MURA_ECOLI,419.0,1uaeA,0.0,,P0A749
3163,MURD_ECOLI,438.0,2jfgA,11.0,,P14900
3164,MURG_ECOLI,355.0,1f0kA,9.0,,P17443
3165,MURR_ECOLI,285.0, ,2.0,,P77245
3166,MUTL_ECOLI,615.0,1b63A,0.0,,P23367
3167,MUTY_ECOLI,350.0,1muyA,0.0,,P17802
3168,NAC_ECOLI,305.0, ,0.0,,Q47005
3169,NADC_ECOLI,297.0, ,0.0,,P30011
3170,NADR_ECOLI,410.0, ,0.0,,P27278
3171,NAGC_ECOLI,406.0, ,1.0,,P0AF20
3172,NAGK_ECOLI,303.0, ,8.0,,P75959
3173,NANC_ECOLI,238.0,2wjqA,12.0,,P69856
3174,NANM_ECOLI,368.0,2uvkB,4.0,,P39371
3175,NANT_ECOLI,496.0, ,276.0,,P41036
3176,NAPF_ECOLI,164.0, ,0.0,,P0AAL0
3177,NARG_ECOLI,1247.0,1q16A,0.0,,P09152
3178,NARJ_ECOLI,236.0, ,0.0,,P0AF26
3179,NARP_ECOLI,215.0, ,0.0,,P31802
3180,NARV_ECOLI,226.0, ,107.0,,P0AF32
3181,NARY_ECOLI,514.0, ,0.0,,P19318
3182,END8_ECOLI,263.0,1q3bA,0.0,,P50465
3183,NEPI_ECOLI,396.0, ,240.0,,P0ADL1
3184,END4_ECOLI,285.0,1qtwA,0.0,,P0A6C1
3185,NFSA_ECOLI,240.0,1f5vA,0.0,,P17117
3186,NHAB_ECOLI,513.0, ,225.0,,P0AFA7
3187,NIKA_ECOLI,524.0,3e3kB,6.0,,P33590
3188,NIKD_ECOLI,254.0, ,0.0,,P33593
3189,NIRC_ECOLI,268.0, ,148.0,,P0AC26
3190,NLPC_ECOLI,154.0, ,6.0,,P23898
3191,NLPI_ECOLI,294.0,1xnfB,3.0,,P0AFB1
3192,NOHB_ECOLI,181.0, ,1.0,,P31062
3193,NORW_ECOLI,377.0, ,1.0,,P37596
3194,RIR2_ECOLI,376.0,1jprB,7.0,,P69924
3195,RIR4_ECOLI,319.0,3n37A,9.0,,P37146
3196,NRFB_ECOLI,188.0,2ozyA,8.0,,P0ABL1
